Date,Expense Name,Amount,Account Number,Budget Category
2023-08-27,Mobile Plan - Verizon,204.0582910417091,Checking,Utilities & Bills
2023-08-27,Electricity Bill - PowerCo,216.61954226517594,Checking,Utilities & Bills
2023-08-28,Transfer to Savings Account,-459.31361544029517,Checking,Savings
2023-08-28,Amazon Prime Video,140.44772053621557,Checking,Entertainment
2023-08-29,Salary Payment,3000.0,Checking,Salary
2023-08-29,Chipotle,525.2105156929185,Checking,Groceries & Dining
2023-08-29,Monthly Rent - Apartment,1134.400120414366,Checking,Rent
2023-08-29,HBO Max Subscription,128.24643969268797,Checking,Entertainment
2023-08-30,Transfer to Savings Account,-444.6814527783312,Checking,Savings
2023-08-30,Local Farmers Market,531.0220260571671,Checking,Groceries & Dining
2023-08-30,Electricity Bill - PowerCo,198.40769164554413,Checking,Utilities & Bills
2023-09-01,Trader Joe's,680.9534046296507,Checking,Groceries & Dining
2023-09-02,Sephora Makeup,221.78087954485136,Checking,Shopping & Miscellaneous
2023-09-03,Walmart Household Supplies,280.88375746664383,Checking,Shopping & Miscellaneous
2023-09-03,Trader Joe's,530.5432264619794,Checking,Groceries & Dining
2023-09-06,Local Boutique Purchase,281.6930972016695,Checking,Shopping & Miscellaneous
2023-09-06,Best Buy Electronics,275.12112204732546,Checking,Shopping & Miscellaneous
2023-09-07,Movie Night - AMC Theatres,135.80991340563065,Checking,Entertainment
2023-09-08,Movie Night - AMC Theatres,160.2769939325793,Checking,Entertainment
2023-09-09,Whole Foods,664.0985162001283,Checking,Groceries & Dining
2023-09-12,McDonald's,635.6204860696855,Checking,Groceries & Dining
2023-09-14,Walmart Household Supplies,276.0825130840822,Checking,Shopping & Miscellaneous
2023-09-14,Internet Bill - Comcast,262.6800652122317,Checking,Utilities & Bills
2023-09-15,Stock Purchase - Robinhood,-468.0400987691235,Checking,Savings
2023-09-16,Amazon Purchase,224.65010330478188,Checking,Shopping & Miscellaneous
2023-09-16,Local Theatre Play,165.62851421067538,Checking,Entertainment
2023-09-19,McDonald's,652.062948183566,Checking,Groceries & Dining
2023-09-20,Walmart Household Supplies,222.79854054774802,Checking,Shopping & Miscellaneous
2023-09-20,Zara Clothing,263.23486114391267,Checking,Shopping & Miscellaneous
2023-09-20,Uber Eats,554.0878579390965,Checking,Groceries & Dining
2023-09-21,Stock Purchase - Robinhood,-430.0869186353647,Checking,Savings
2023-09-21,Starbucks Coffee,555.360621397255,Checking,Groceries & Dining
2023-09-22,Stock Purchase - Robinhood,-566.4666202570642,Checking,Savings
2023-09-22,Domino's Pizza,511.6193667148533,Checking,Groceries & Dining
2023-09-23,Best Buy Electronics,272.3878792462254,Checking,Shopping & Miscellaneous
2023-09-23,Water Bill - City Water,217.09520692333814,Checking,Utilities & Bills
2023-09-24,Sephora Makeup,222.34528216097073,Checking,Shopping & Miscellaneous
2023-09-24,Escape Room Experience,170.59418753814612,Checking,Entertainment
2023-09-25,Sephora Makeup,222.55691086860338,Checking,Shopping & Miscellaneous
2023-09-25,Concert Tickets,168.4833732961434,Checking,Entertainment
2023-09-27,Domino's Pizza,546.4141365199944,Checking,Groceries & Dining
2023-09-27,Stock Purchase - Robinhood,-459.12342760616315,Checking,Savings
2023-09-28,Monthly Rent - Apartment,1376.850662260975,Checking,Rent
2023-09-28,Walmart Groceries,683.5227933106268,Checking,Groceries & Dining
2023-09-28,Salary Payment,3000.0,Checking,Salary
2023-09-30,DoorDash,532.1316824401642,Checking,Groceries & Dining
2023-10-01,Stock Purchase - Robinhood,-572.6398763800647,Checking,Savings
2023-10-01,Amusement Park Ticket,130.40158278207826,Checking,Entertainment
2023-10-02,Walmart Household Supplies,282.3239023651408,Checking,Shopping & Miscellaneous
2023-10-04,Target Shopping,221.1247665291973,Checking,Shopping & Miscellaneous
2023-10-04,Internet Bill - Comcast,247.86818590738568,Checking,Utilities & Bills
2023-10-05,Nike Shoes,287.30333290851684,Checking,Shopping & Miscellaneous
2023-10-05,Chipotle,522.3113217875011,Checking,Groceries & Dining
2023-10-05,Etsy Handmade Goods,230.40363678478388,Checking,Shopping & Miscellaneous
2023-10-05,Apple Store,228.5212242583442,Checking,Shopping & Miscellaneous
2023-10-05,Mobile Plan - Verizon,260.0426294352404,Checking,Utilities & Bills
2023-10-07,Spotify Premium,132.61824949933924,Checking,Entertainment
2023-10-07,Local Boutique Purchase,227.90382120330509,Checking,Shopping & Miscellaneous
2023-10-07,Movie Night - AMC Theatres,132.11585153223223,Checking,Entertainment
2023-10-08,IKEA Furniture,225.8546798244938,Checking,Shopping & Miscellaneous
2023-10-09,Trader Joe's,539.8417744136884,Checking,Groceries & Dining
2023-10-09,Local Farmers Market,535.3857669224185,Checking,Groceries & Dining
2023-10-09,Mobile Plan - Verizon,201.29002712117585,Checking,Utilities & Bills
2023-10-11,Movie Night - AMC Theatres,129.7620652265202,Checking,Entertainment
2023-10-11,Mobile Plan - Verizon,214.25601655480332,Checking,Utilities & Bills
2023-10-12,Transfer to Savings Account,-433.7399616292216,Checking,Savings
2023-10-15,DoorDash,540.4489383708682,Checking,Groceries & Dining
2023-10-16,Retirement Contribution - Vanguard,-558.315344291752,Checking,Savings
2023-10-18,Walmart Groceries,641.7145792678826,Checking,Groceries & Dining
2023-10-19,Best Buy Electronics,283.39995159453025,Checking,Shopping & Miscellaneous
2023-10-20,Retirement Contribution - Vanguard,-531.0880955562637,Checking,Savings
2023-10-20,Transfer to Savings Account,-548.9117011524036,Checking,Savings
2023-10-21,Amusement Park Ticket,161.2450201328878,Checking,Entertainment
2023-10-21,Trader Joe's,526.6528730843097,Checking,Groceries & Dining
2023-10-21,Zara Clothing,231.60519765101975,Checking,Shopping & Miscellaneous
2023-10-23,Nike Shoes,218.09999482411428,Checking,Shopping & Miscellaneous
2023-10-23,Escape Room Experience,135.1586255453529,Checking,Entertainment
2023-10-25,Starbucks Coffee,646.8463417464513,Checking,Groceries & Dining
2023-10-25,Whole Foods,568.5410420141128,Checking,Groceries & Dining
2023-10-26,Movie Night - AMC Theatres,139.18185837270596,Checking,Entertainment
2023-10-26,Movie Night - AMC Theatres,172.3150201199497,Checking,Entertainment
2023-10-27,Investment Deposit,-550.3053777423376,Checking,Savings
2023-10-27,Mobile Plan - Verizon,246.31503443674433,Checking,Utilities & Bills
2023-10-27,Starbucks Coffee,668.7283377544301,Checking,Groceries & Dining
2023-10-28,Monthly Rent - Apartment,1112.0674391483635,Checking,Rent
2023-10-28,Concert Tickets,171.66089009529918,Checking,Entertainment
2023-10-28,Salary Payment,3000.0,Checking,Salary
2023-10-28,Spotify Premium,158.0914021705276,Checking,Entertainment
2023-10-29,Retirement Contribution - Vanguard,-536.627567918269,Checking,Savings
2023-10-31,Mobile Plan - Verizon,250.02085836420179,Checking,Utilities & Bills
2023-11-01,Water Bill - City Water,207.35597134060652,Checking,Utilities & Bills
2023-11-01,Transfer to Savings Account,-528.9982697179651,Checking,Savings
2023-11-02,Nike Shoes,272.6327545771436,Checking,Shopping & Miscellaneous
2023-11-02,Sephora Makeup,222.4536154084498,Checking,Shopping & Miscellaneous
2023-11-02,Netflix Subscription,168.08362758773532,Checking,Entertainment
2023-11-03,Netflix Subscription,128.621275238765,Checking,Entertainment
2023-11-03,Target Shopping,221.68648666934234,Checking,Shopping & Miscellaneous
2023-11-04,HBO Max Subscription,139.79136982309,Checking,Entertainment
2023-11-05,HBO Max Subscription,166.01917845828945,Checking,Entertainment
2023-11-05,Whole Foods,559.373359235577,Checking,Groceries & Dining
2023-11-06,Internet Bill - Comcast,204.2801402548032,Checking,Utilities & Bills
2023-11-06,Amusement Park Ticket,128.76767553617938,Checking,Entertainment
2023-11-07,Movie Night - AMC Theatres,141.99081032121302,Checking,Entertainment
2023-11-11,Trader Joe's,513.5724849388251,Checking,Groceries & Dining
2023-11-11,HBO Max Subscription,132.0386959912974,Checking,Entertainment
2023-11-13,Retirement Contribution - Vanguard,-436.1638184764154,Checking,Savings
2023-11-14,Fine Dining Restaurant,687.2357146201552,Checking,Groceries & Dining
2023-11-14,IKEA Furniture,271.82121592972334,Checking,Shopping & Miscellaneous
2023-11-14,Zara Clothing,224.68461986985488,Checking,Shopping & Miscellaneous
2023-11-14,Uber Eats,684.8918634132269,Checking,Groceries & Dining
2023-11-15,Water Bill - City Water,210.01498628989523,Checking,Utilities & Bills
2023-11-15,Electricity Bill - PowerCo,207.8617015289376,Checking,Utilities & Bills
2023-11-15,Chipotle,652.2095220153267,Checking,Groceries & Dining
2023-11-16,Spotify Premium,161.96023511058826,Checking,Entertainment
2023-11-16,Emergency Fund Contribution,-531.1017526062197,Checking,Savings
2023-11-16,Walmart Groceries,569.072603008268,Checking,Groceries & Dining
2023-11-17,Walmart Groceries,685.6991137552635,Checking,Groceries & Dining
2023-11-17,Stock Purchase - Robinhood,-445.2854624719113,Checking,Savings
2023-11-18,Mobile Plan - Verizon,201.3081684229236,Checking,Utilities & Bills
2023-11-19,Local Theatre Play,128.63405706935205,Checking,Entertainment
2023-11-20,Mobile Plan - Verizon,242.34371366648375,Checking,Utilities & Bills
2023-11-21,Local Boutique Purchase,272.8257793661924,Checking,Shopping & Miscellaneous
2023-11-23,Internet Bill - Comcast,247.30604971991247,Checking,Utilities & Bills
2023-11-25,Chipotle,544.3089511009612,Checking,Groceries & Dining
2023-11-26,Amazon Prime Video,172.0658736774805,Checking,Entertainment
2023-11-26,Local Theatre Play,128.3360026632985,Checking,Entertainment
2023-11-27,Monthly Rent - Apartment,1129.1272278560616,Checking,Rent
2023-11-27,Fine Dining Restaurant,512.0007108573798,Checking,Groceries & Dining
2023-11-27,Fine Dining Restaurant,687.8171986253551,Checking,Groceries & Dining
2023-11-27,Salary Payment,3000.0,Checking,Salary
2023-11-27,Internet Bill - Comcast,257.90704047534473,Checking,Utilities & Bills
2023-11-28,Mobile Plan - Verizon,262.0897572668056,Checking,Utilities & Bills
2023-11-28,Water Bill - City Water,206.73141883133968,Checking,Utilities & Bills
2023-11-28,Retirement Contribution - Vanguard,-571.8224586941831,Checking,Savings
2023-11-29,Best Buy Electronics,264.2283196546655,Checking,Shopping & Miscellaneous
2023-11-30,Investment Deposit,-568.8052596299021,Checking,Savings
2023-11-30,Emergency Fund Contribution,-461.11236881253694,Checking,Savings
2023-11-30,Amusement Park Ticket,135.38678675013804,Checking,Entertainment
2023-12-01,Chipotle,681.1805673280417,Checking,Groceries & Dining
2023-12-03,Escape Room Experience,129.5693602351603,Checking,Entertainment
2023-12-04,Heating Bill - GasCompany,206.26138983889774,Checking,Utilities & Bills
2023-12-04,Best Buy Electronics,273.4291347204207,Checking,Shopping & Miscellaneous
2023-12-04,Water Bill - City Water,216.03504373918514,Checking,Utilities & Bills
2023-12-05,Investment Deposit,-567.5724318775633,Checking,Savings
2023-12-05,Transfer to Savings Account,-474.9833746939755,Checking,Savings
2023-12-05,Starbucks Coffee,552.3330664758248,Checking,Groceries & Dining
2023-12-06,Amazon Prime Video,170.16824097802606,Checking,Entertainment
2023-12-08,Trader Joe's,546.8941362838844,Checking,Groceries & Dining
2023-12-10,Local Theatre Play,137.71349290135117,Checking,Entertainment
2023-12-11,Netflix Subscription,169.93373211226015,Checking,Entertainment
2023-12-12,Concert Tickets,158.0551145207324,Checking,Entertainment
2023-12-13,Retirement Contribution - Vanguard,-474.1156095193371,Checking,Savings
2023-12-13,Amazon Purchase,264.9348348138388,Checking,Shopping & Miscellaneous
2023-12-14,Internet Bill - Comcast,251.79048443693947,Checking,Utilities & Bills
2023-12-15,Domino's Pizza,681.0682002910114,Checking,Groceries & Dining
2023-12-16,Starbucks Coffee,649.0153203093766,Checking,Groceries & Dining
2023-12-16,Transfer to Savings Account,-444.87234180785674,Checking,Savings
2023-12-16,Amazon Purchase,227.37448002299197,Checking,Shopping & Miscellaneous
2023-12-17,Amazon Purchase,277.3229599957945,Checking,Shopping & Miscellaneous
2023-12-20,Sephora Makeup,223.01462751641247,Checking,Shopping & Miscellaneous
2023-12-20,Apple Store,220.93446802479198,Checking,Shopping & Miscellaneous
2023-12-21,Chipotle,640.1695648011655,Checking,Groceries & Dining
2023-12-23,McDonald's,536.591924252499,Checking,Groceries & Dining
2023-12-23,DoorDash,513.8307135503532,Checking,Groceries & Dining
2023-12-25,Transfer to Savings Account,-456.76008904277353,Checking,Savings
2023-12-25,Chipotle,528.2382121995016,Checking,Groceries & Dining
2023-12-26,Heating Bill - GasCompany,253.75019712846554,Checking,Utilities & Bills
2023-12-26,Domino's Pizza,535.796329794638,Checking,Groceries & Dining
2023-12-27,Stock Purchase - Robinhood,-544.3230420579573,Checking,Savings
2023-12-27,Salary Payment,3000.0,Checking,Salary
2023-12-27,Electricity Bill - PowerCo,212.9231784164012,Checking,Utilities & Bills
2023-12-27,Monthly Rent - Apartment,1065.7936788800296,Checking,Rent
2023-12-27,Amazon Purchase,235.11846230113434,Checking,Shopping & Miscellaneous
2023-12-28,Best Buy Electronics,221.19691886173905,Checking,Shopping & Miscellaneous
2023-12-29,Apple Store,229.69629858258884,Checking,Shopping & Miscellaneous
2023-12-29,Etsy Handmade Goods,227.52385134657223,Checking,Shopping & Miscellaneous
2023-12-29,Sephora Makeup,216.05034365193237,Checking,Shopping & Miscellaneous
2023-12-29,Emergency Fund Contribution,-553.2220545339442,Checking,Savings
2023-12-29,Nike Shoes,237.27423989676123,Checking,Shopping & Miscellaneous
2023-12-29,Internet Bill - Comcast,212.30740568816424,Checking,Utilities & Bills
2023-12-29,Water Bill - City Water,250.1775357514063,Checking,Utilities & Bills
2023-12-31,Walmart Groceries,564.1694103737539,Checking,Groceries & Dining
2024-01-01,Transfer to Savings Account,-465.410877220407,Checking,Savings
2024-01-01,Water Bill - City Water,241.96163754888772,Checking,Utilities & Bills
2024-01-02,Stock Purchase - Robinhood,-535.5877675332739,Checking,Savings
2024-01-02,Walmart Groceries,533.0995663980498,Checking,Groceries & Dining
2024-01-03,Mobile Plan - Verizon,211.0921791915869,Checking,Utilities & Bills
2024-01-04,Electricity Bill - PowerCo,213.63669583907947,Checking,Utilities & Bills
2024-01-04,Concert Tickets,166.4440481772308,Checking,Entertainment
2024-01-05,Mobile Plan - Verizon,249.03243910009203,Checking,Utilities & Bills
2024-01-10,Zara Clothing,222.78968416648485,Checking,Shopping & Miscellaneous
2024-01-11,Movie Night - AMC Theatres,139.04986744068447,Checking,Entertainment
2024-01-11,McDonald's,689.4032310062557,Checking,Groceries & Dining
2024-01-11,Retirement Contribution - Vanguard,-549.2300793509432,Checking,Savings
2024-01-11,Heating Bill - GasCompany,215.74547096815724,Checking,Utilities & Bills
2024-01-12,Investment Deposit,-437.2873227828069,Checking,Savings
2024-01-12,Stock Purchase - Robinhood,-555.9748875703793,Checking,Savings
2024-01-13,HBO Max Subscription,140.69149671334083,Checking,Entertainment
2024-01-14,Apple Store,222.5321504974973,Checking,Shopping & Miscellaneous
2024-01-14,Walmart Groceries,561.5949590858086,Checking,Groceries & Dining
2024-01-15,Investment Deposit,-460.13224758815807,Checking,Savings
2024-01-16,Internet Bill - Comcast,198.01787254298242,Checking,Utilities & Bills
2024-01-16,Water Bill - City Water,204.84737356825687,Checking,Utilities & Bills
2024-01-16,Whole Foods,538.9002208581758,Checking,Groceries & Dining
2024-01-17,Sephora Makeup,272.4164944085891,Checking,Shopping & Miscellaneous
2024-01-17,Walmart Groceries,517.3576156843227,Checking,Groceries & Dining
2024-01-19,Walmart Household Supplies,268.42569642770843,Checking,Shopping & Miscellaneous
2024-01-19,Amazon Purchase,268.36685095653877,Checking,Shopping & Miscellaneous
2024-01-19,Stock Purchase - Robinhood,-453.4831411245539,Checking,Savings
2024-01-19,Heating Bill - GasCompany,257.11935334032324,Checking,Utilities & Bills
2024-01-19,Nike Shoes,215.4072582584812,Checking,Shopping & Miscellaneous
2024-01-19,Whole Foods,674.4461170652522,Checking,Groceries & Dining
2024-01-20,Etsy Handmade Goods,273.55060934457146,Checking,Shopping & Miscellaneous
2024-01-21,Retirement Contribution - Vanguard,-533.5332379275,Checking,Savings
2024-01-21,Etsy Handmade Goods,270.7722340747293,Checking,Shopping & Miscellaneous
2024-01-22,Apple Store,273.7194393457851,Checking,Shopping & Miscellaneous
2024-01-22,Heating Bill - GasCompany,259.6509384879688,Checking,Utilities & Bills
2024-01-22,Whole Foods,528.1790555402839,Checking,Groceries & Dining
2024-01-24,Fine Dining Restaurant,527.8509549607735,Checking,Groceries & Dining
2024-01-24,Etsy Handmade Goods,220.76523996351597,Checking,Shopping & Miscellaneous
2024-01-25,Investment Deposit,-528.7314907168541,Checking,Savings
2024-01-26,Monthly Rent - Apartment,1094.1045610479405,Checking,Rent
2024-01-26,Stock Purchase - Robinhood,-564.1348020372075,Checking,Savings
2024-01-26,Salary Payment,3000.0,Checking,Salary
2024-01-27,Stock Purchase - Robinhood,-461.73062954059026,Checking,Savings
2024-01-27,Internet Bill - Comcast,252.9641705753683,Checking,Utilities & Bills
2024-01-27,Netflix Subscription,141.34570197556187,Checking,Entertainment
2024-01-27,Electricity Bill - PowerCo,243.49916662601075,Checking,Utilities & Bills
2024-01-28,Apple Store,233.85608579388122,Checking,Shopping & Miscellaneous
2024-01-29,DoorDash,651.5694690731854,Checking,Groceries & Dining
2024-01-30,Internet Bill - Comcast,253.85345046182658,Checking,Utilities & Bills
2024-01-30,Investment Deposit,-466.11168060743756,Checking,Savings
2024-01-30,Heating Bill - GasCompany,254.99734571448022,Checking,Utilities & Bills
2024-01-30,Local Boutique Purchase,226.26415411965655,Checking,Shopping & Miscellaneous
2024-01-31,Sephora Makeup,222.80289072224033,Checking,Shopping & Miscellaneous
2024-01-31,Retirement Contribution - Vanguard,-559.580902778466,Checking,Savings
2024-02-01,HBO Max Subscription,132.0556683618279,Checking,Entertainment
2024-02-01,Amusement Park Ticket,162.598124456521,Checking,Entertainment
2024-02-02,Local Theatre Play,168.37150157293144,Checking,Entertainment
2024-02-02,Netflix Subscription,158.48034511198415,Checking,Entertainment
2024-02-02,Mobile Plan - Verizon,258.6451079062396,Checking,Utilities & Bills
2024-02-02,Mobile Plan - Verizon,208.57183043671736,Checking,Utilities & Bills
2024-02-03,Stock Purchase - Robinhood,-555.9025837143593,Checking,Savings
2024-02-03,Transfer to Savings Account,-556.6594813006732,Checking,Savings
2024-02-04,Concert Tickets,137.77064493254085,Checking,Entertainment
2024-02-05,Movie Night - AMC Theatres,165.59236938563006,Checking,Entertainment
2024-02-05,Apple Store,286.21458387128587,Checking,Shopping & Miscellaneous
2024-02-06,Etsy Handmade Goods,268.8131945518855,Checking,Shopping & Miscellaneous
2024-02-06,Amusement Park Ticket,130.63915252741555,Checking,Entertainment
2024-02-06,Water Bill - City Water,215.56565303570204,Checking,Utilities & Bills
2024-02-06,IKEA Furniture,271.48126869790616,Checking,Shopping & Miscellaneous
2024-02-07,Chipotle,552.3844893441304,Checking,Groceries & Dining
2024-02-08,Amazon Prime Video,162.28128754398105,Checking,Entertainment
2024-02-08,Zara Clothing,271.9839647480606,Checking,Shopping & Miscellaneous
2024-02-08,Local Farmers Market,521.4383306712892,Checking,Groceries & Dining
2024-02-08,Water Bill - City Water,211.97315416662934,Checking,Utilities & Bills
2024-02-09,Zara Clothing,222.36154605887793,Checking,Shopping & Miscellaneous
2024-02-11,Investment Deposit,-536.4447302423307,Checking,Savings
2024-02-12,Walmart Household Supplies,228.58169867399997,Checking,Shopping & Miscellaneous
2024-02-13,Mobile Plan - Verizon,210.1491071828314,Checking,Utilities & Bills
2024-02-13,Heating Bill - GasCompany,203.64390344937317,Checking,Utilities & Bills
2024-02-14,Amazon Prime Video,133.11162935344487,Checking,Entertainment
2024-02-14,Retirement Contribution - Vanguard,-463.36772307186595,Checking,Savings
2024-02-14,Transfer to Savings Account,-536.040131489282,Checking,Savings
2024-02-17,Amazon Prime Video,129.2103337764572,Checking,Entertainment
2024-02-18,Trader Joe's,521.3931963192491,Checking,Groceries & Dining
2024-02-18,Local Farmers Market,517.9756608851937,Checking,Groceries & Dining
2024-02-18,Retirement Contribution - Vanguard,-466.31237021688526,Checking,Savings
2024-02-18,Investment Deposit,-442.2138163719172,Checking,Savings
2024-02-19,Water Bill - City Water,205.37209899261504,Checking,Utilities & Bills
2024-02-19,Mobile Plan - Verizon,210.30977530434953,Checking,Utilities & Bills
2024-02-20,Escape Room Experience,166.73794782273455,Checking,Entertainment
2024-02-21,Best Buy Electronics,224.1622018675076,Checking,Shopping & Miscellaneous
2024-02-22,Water Bill - City Water,264.18985072223853,Checking,Utilities & Bills
2024-02-22,Electricity Bill - PowerCo,255.4328208452084,Checking,Utilities & Bills
2024-02-22,Amazon Purchase,282.04475824612575,Checking,Shopping & Miscellaneous
2024-02-23,IKEA Furniture,219.8653601471949,Checking,Shopping & Miscellaneous
2024-02-24,Stock Purchase - Robinhood,-567.4007942624701,Checking,Savings
2024-02-24,DoorDash,515.2055668466118,Checking,Groceries & Dining
2024-02-25,Concert Tickets,160.99439212130451,Checking,Entertainment
2024-02-25,Investment Deposit,-561.2158734838331,Checking,Savings
2024-02-25,Mobile Plan - Verizon,213.04378379007213,Checking,Utilities & Bills
2024-02-25,Monthly Rent - Apartment,1377.9877062968146,Checking,Rent
2024-02-25,Amusement Park Ticket,157.86601172334807,Checking,Entertainment
2024-02-25,Salary Payment,3000.0,Checking,Salary
2024-02-26,Water Bill - City Water,216.1590031297307,Checking,Utilities & Bills
2024-02-27,Zara Clothing,226.34078383718537,Checking,Shopping & Miscellaneous
2024-02-28,Stock Purchase - Robinhood,-564.6046816880272,Checking,Savings
2024-02-29,Retirement Contribution - Vanguard,-454.76007854574,Checking,Savings
2024-03-01,Amusement Park Ticket,170.55148310851393,Checking,Entertainment
2024-03-01,Movie Night - AMC Theatres,142.1809588372442,Checking,Entertainment
2024-03-01,Emergency Fund Contribution,-557.7037897685999,Checking,Savings
2024-03-01,DoorDash,660.6805439316563,Checking,Groceries & Dining
2024-03-02,Etsy Handmade Goods,284.1054044418542,Checking,Shopping & Miscellaneous
2024-03-02,Investment Deposit,-542.7118120222387,Checking,Savings
2024-03-03,Stock Purchase - Robinhood,-448.724768901568,Checking,Savings
2024-03-03,Escape Room Experience,170.620525090263,Checking,Entertainment
2024-03-03,Internet Bill - Comcast,245.01576020123963,Checking,Utilities & Bills
2024-03-03,Electricity Bill - PowerCo,212.84297224715633,Checking,Utilities & Bills
2024-03-04,Local Farmers Market,660.090977681232,Checking,Groceries & Dining
2024-03-05,DoorDash,677.8977107380065,Checking,Groceries & Dining
2024-03-05,Whole Foods,531.0021641533341,Checking,Groceries & Dining
2024-03-06,Target Shopping,276.45350623984655,Checking,Shopping & Miscellaneous
2024-03-07,Local Boutique Purchase,224.0023540124447,Checking,Shopping & Miscellaneous
2024-03-07,Movie Night - AMC Theatres,165.43405701040817,Checking,Entertainment
2024-03-08,Stock Purchase - Robinhood,-549.0817423267431,Checking,Savings
2024-03-08,Heating Bill - GasCompany,214.80432841503023,Checking,Utilities & Bills
2024-03-08,Zara Clothing,236.64530585152104,Checking,Shopping & Miscellaneous
2024-03-08,Water Bill - City Water,245.79104155318004,Checking,Utilities & Bills
2024-03-09,Heating Bill - GasCompany,211.9428111200415,Checking,Utilities & Bills
2024-03-10,Amazon Prime Video,171.58601547769345,Checking,Entertainment
2024-03-10,Mobile Plan - Verizon,245.48759269177935,Checking,Utilities & Bills
2024-03-10,Electricity Bill - PowerCo,197.87439523359222,Checking,Utilities & Bills
2024-03-10,Transfer to Savings Account,-466.1556427428073,Checking,Savings
2024-03-11,Trader Joe's,527.8819873645378,Checking,Groceries & Dining
2024-03-11,Local Farmers Market,522.2524398338339,Checking,Groceries & Dining
2024-03-13,Mobile Plan - Verizon,243.34537615021776,Checking,Utilities & Bills
2024-03-13,Emergency Fund Contribution,-544.3539380167815,Checking,Savings
2024-03-14,Water Bill - City Water,253.56376196011587,Checking,Utilities & Bills
2024-03-14,Movie Night - AMC Theatres,130.51825146339502,Checking,Entertainment
2024-03-14,Movie Night - AMC Theatres,127.53098834199994,Checking,Entertainment
2024-03-14,Internet Bill - Comcast,250.93912702076221,Checking,Utilities & Bills
2024-03-16,Starbucks Coffee,683.4003205090539,Checking,Groceries & Dining
2024-03-16,Water Bill - City Water,195.90529181110207,Checking,Utilities & Bills
2024-03-16,Spotify Premium,162.76067723177565,Checking,Entertainment
2024-03-17,Local Boutique Purchase,212.83267549107097,Checking,Shopping & Miscellaneous
2024-03-18,Mobile Plan - Verizon,244.0768947498652,Checking,Utilities & Bills
2024-03-18,Mobile Plan - Verizon,209.34932122194795,Checking,Utilities & Bills
2024-03-20,Emergency Fund Contribution,-426.8088862258825,Checking,Savings
2024-03-20,IKEA Furniture,234.42572978675932,Checking,Shopping & Miscellaneous
2024-03-22,Transfer to Savings Account,-537.429012885747,Checking,Savings
2024-03-22,HBO Max Subscription,130.9921756660331,Checking,Entertainment
2024-03-22,Zara Clothing,231.72172718930884,Checking,Shopping & Miscellaneous
2024-03-22,Retirement Contribution - Vanguard,-531.6901868139745,Checking,Savings
2024-03-22,Electricity Bill - PowerCo,196.20218003466653,Checking,Utilities & Bills
2024-03-24,Electricity Bill - PowerCo,198.59333610443846,Checking,Utilities & Bills
2024-03-25,Stock Purchase - Robinhood,-454.07096891880326,Checking,Savings
2024-03-25,Retirement Contribution - Vanguard,-435.4831132069926,Checking,Savings
2024-03-25,Heating Bill - GasCompany,199.70734236816656,Checking,Utilities & Bills
2024-03-26,Sephora Makeup,236.20757906896182,Checking,Shopping & Miscellaneous
2024-03-26,Monthly Rent - Apartment,1083.9884528102425,Checking,Rent
2024-03-26,Salary Payment,3000.0,Checking,Salary
2024-03-27,Heating Bill - GasCompany,247.43176502203363,Checking,Utilities & Bills
2024-03-27,Electricity Bill - PowerCo,245.4304145099715,Checking,Utilities & Bills
2024-03-27,Electricity Bill - PowerCo,203.12120594173808,Checking,Utilities & Bills
2024-03-28,Zara Clothing,278.50007417092286,Checking,Shopping & Miscellaneous
2024-03-28,Escape Room Experience,163.52896370413862,Checking,Entertainment
2024-03-28,Amazon Purchase,268.117529424317,Checking,Shopping & Miscellaneous
2024-03-29,Heating Bill - GasCompany,197.12435225006553,Checking,Utilities & Bills
2024-03-29,Domino's Pizza,549.7202905889078,Checking,Groceries & Dining
2024-03-29,Nike Shoes,267.0002609368181,Checking,Shopping & Miscellaneous
2024-03-30,Trader Joe's,547.4650228416034,Checking,Groceries & Dining
2024-04-01,Zara Clothing,235.28611039441896,Checking,Shopping & Miscellaneous
2024-04-02,Amusement Park Ticket,135.30186569544136,Checking,Entertainment
2024-04-02,Internet Bill - Comcast,254.30554653932037,Checking,Utilities & Bills
2024-04-03,Nike Shoes,265.0827239281004,Checking,Shopping & Miscellaneous
2024-04-03,Movie Night - AMC Theatres,133.08741805172446,Checking,Entertainment
2024-04-03,Spotify Premium,129.39484328720494,Checking,Entertainment
2024-04-04,Trader Joe's,635.6389163904521,Checking,Groceries & Dining
2024-04-05,Sephora Makeup,222.88323248893528,Checking,Shopping & Miscellaneous
2024-04-05,Fine Dining Restaurant,535.3031915402296,Checking,Groceries & Dining
2024-04-06,HBO Max Subscription,127.73874796201058,Checking,Entertainment
2024-04-06,Fine Dining Restaurant,632.1565364278046,Checking,Groceries & Dining
2024-04-07,Zara Clothing,220.2948033533351,Checking,Shopping & Miscellaneous
2024-04-08,Escape Room Experience,169.02410120796776,Checking,Entertainment
2024-04-09,McDonald's,657.9358810879476,Checking,Groceries & Dining
2024-04-09,Escape Room Experience,163.76650173251,Checking,Entertainment
2024-04-09,HBO Max Subscription,163.82035503415605,Checking,Entertainment
2024-04-09,Walmart Groceries,662.5586780824545,Checking,Groceries & Dining
2024-04-10,Electricity Bill - PowerCo,205.3529081421923,Checking,Utilities & Bills
2024-04-12,McDonald's,552.8075248723029,Checking,Groceries & Dining
